סמל_ישוב‭,‬שם_ישוב‭,‬שם_רחוב
2650‭,‬רמת‭ ‬השרון‭ ,‬הרב‭ ‬קוק
2650‭,‬רמת‭ ‬השרון‭ ,‬הרב‭ ‬ריינס
2650‭,‬רמת‭ ‬השרון‭ ,‬הרדוף
2650‭,‬רמת‭ ‬השרון‭ ,‬הרמון
2650‭,‬רמת‭ ‬השרון‭ ,‬השדות
2650‭,‬רמת‭ ‬השרון‭ ,‬השדמה
2650‭,‬רמת‭ ‬השרון‭ ,‬השומר
2650‭,‬רמת‭ ‬השרון‭ ,‬השומרון
2650‭,‬רמת‭ ‬השרון‭ ,‬השופטים
2650‭,‬רמת‭ ‬השרון‭ ,‬השחף
2650‭,‬רמת‭ ‬השרון‭ ,‬השיטה
2650‭,‬רמת‭ ‬השרון‭ ,‬השילוח
2650‭,‬רמת‭ ‬השרון‭ ,‬השלום
2650‭,‬רמת‭ ‬השרון‭ ,‬השמורה
2650‭,‬רמת‭ ‬השרון‭ ,‬השפלה
2650‭,‬רמת‭ ‬השרון‭ ,‬השקד
2650‭,‬רמת‭ ‬השרון‭ ,‬השקמה
2650‭,‬רמת‭ ‬השרון‭ ,‬השרון
2650‭,‬רמת‭ ‬השרון‭ ,‬התאנה
2650‭,‬רמת‭ ‬השרון‭ ,‬התומר
2650‭,‬רמת‭ ‬השרון‭ ,‬התלמים
2650‭,‬רמת‭ ‬השרון‭ ,‬התקוה
2650‭,‬רמת‭ ‬השרון‭ ,‬התרבות
2650‭,‬רמת‭ ‬השרון‭ ,‬ויתקין
2650‭,‬רמת‭ ‬השרון‭ ,‬ז‭' ‬בחשון
2650‭,‬רמת‭ ‬השרון‭ ,‬ז‭'‬בוטינסקי
2650‭,‬רמת‭ ‬השרון‭ ,‬זלמן‭ ‬שניאור
2650‭,‬רמת‭ ‬השרון‭ ,‬זרובבל
2650‭,‬רמת‭ ‬השרון‭ ,‬זרזיר
2650‭,‬רמת‭ ‬השרון‭ ,‬חבצלת
2650‭,‬רמת‭ ‬השרון‭ ,‬חטיבת‭ ‬אלכסנדרוני
2650‭,‬רמת‭ ‬השרון‭ ,‬חטיבת‭ ‬הנגב
2650‭,‬רמת‭ ‬השרון‭ ,‬חטיבת‭ ‬הראל
2650‭,‬רמת‭ ‬השרון‭ ,‬חיש
2650‭,‬רמת‭ ‬השרון‭ ,‬חרושת
2650‭,‬רמת‭ ‬השרון‭ ,‬חרמון
2650‭,‬רמת‭ ‬השרון‭ ,‬חשמונאים
2650‭,‬רמת‭ ‬השרון‭ ,‬טהון
2650‭,‬רמת‭ ‬השרון‭ ,‬טווס
2650‭,‬רמת‭ ‬השרון‭ ,‬טרומפלדור
2650‭,‬רמת‭ ‬השרון‭ ,‬יאיר
2650‭,‬רמת‭ ‬השרון‭ ,‬יבוק
2650‭,‬רמת‭ ‬השרון‭ ,‬יבנה
2650‭,‬רמת‭ ‬השרון‭ ,‬יגיע‭ ‬כפים
2650‭,‬רמת‭ ‬השרון‭ ,‬יהודה
2650‭,‬רמת‭ ‬השרון‭ ,‬יהודה‭ ‬הלוי
2650‭,‬רמת‭ ‬השרון‭ ,‬יהודה‭ ‬הנשיא
2650‭,‬רמת‭ ‬השרון‭ ,‬יוני‭ ‬נתניהו
2650‭,‬רמת‭ ‬השרון‭ ,‬יותם
2650‭,‬רמת‭ ‬השרון‭ ,‬יחיעם
2650‭,‬רמת‭ ‬השרון‭ ,‬יפתח
2650‭,‬רמת‭ ‬השרון‭ ,‬יצהר
2650‭,‬רמת‭ ‬השרון‭ ,‬יצחק‭ ‬אלחנן
2650‭,‬רמת‭ ‬השרון‭ ,‬יצחק‭ ‬שדה
2650‭,‬רמת‭ ‬השרון‭ ,‬ירדן
2650‭,‬רמת‭ ‬השרון‭ ,‬ירמוך
2650‭,‬רמת‭ ‬השרון‭ ,‬ירמיהו
2650‭,‬רמת‭ ‬השרון‭ ,"‬כ‭""‬ט‭ ‬בנובמבר"
2650‭,‬רמת‭ ‬השרון‭ ,‬כהן‭ ‬יעקב
2650‭,‬רמת‭ ‬השרון‭ ,‬ככר‭ ‬ההסתדרות
2650‭,‬רמת‭ ‬השרון‭ ,‬ככר‭ ‬העצמאות
2650‭,‬רמת‭ ‬השרון‭ ,‬כלנית
2650‭,‬רמת‭ ‬השרון‭ ,‬כפר‭ ‬אוריה
2650‭,‬רמת‭ ‬השרון‭ ,‬כצנלסון
2650‭,‬רמת‭ ‬השרון‭ ,‬כרכום
2650‭,‬רמת‭ ‬השרון‭ ,‬לבונה
2650‭,‬רמת‭ ‬השרון‭ ,‬לוחמי‭ ‬הגטאות
2650‭,‬רמת‭ ‬השרון‭ ,"‬לח‭""‬י"
2650‭,‬רמת‭ ‬השרון‭ ,‬לילך
2650‭,‬רמת‭ ‬השרון‭ ,‬לכיש
2650‭,‬רמת‭ ‬השרון‭ ,‬למרחב
2650‭,‬רמת‭ ‬השרון‭ ,‬מבצע‭ ‬קדש
2650‭,‬רמת‭ ‬השרון‭ ,‬מגידו
2650‭,‬רמת‭ ‬השרון‭ ,‬מודיעין
2650‭,‬רמת‭ ‬השרון‭ ,‬מוהליבר
2650‭,‬רמת‭ ‬השרון‭ ,‬מוריה
2650‭,‬רמת‭ ‬השרון‭ ,‬מורן
2650‭,‬רמת‭ ‬השרון‭ ,‬מורשה‭ ‬שלב‭ ‬ג
2650‭,‬רמת‭ ‬השרון‭ ,‬מסדה
2650‭,‬רמת‭ ‬השרון‭ ,‬מע‭ ‬א‭ ‬ר‭ ‬השרון
2650‭,‬רמת‭ ‬השרון‭ ,‬מעון‭ ‬אקדמאים
2650‭,‬רמת‭ ‬השרון‭ ,‬מעונות‭ ‬מורשה
2650‭,‬רמת‭ ‬השרון‭ ,‬מעין‭ ‬חרוד
2650‭,‬רמת‭ ‬השרון‭ ,‬מצדה
2650‭,‬רמת‭ ‬השרון‭ ,‬מרגנית
2650‭,‬רמת‭ ‬השרון‭ ,‬מרדכי
2650‭,‬רמת‭ ‬השרון‭ ,‬מרכז‭ ‬הטניס
2650‭,‬רמת‭ ‬השרון‭ ,‬מתחם‭ ‬גלילות
2650‭,‬רמת‭ ‬השרון‭ ,"‬מתחם‭ ‬תע‭""‬ש"
2650‭,‬רמת‭ ‬השרון‭ ,‬נהרדעא
2650‭,‬רמת‭ ‬השרון‭ ,‬נווה‭ ‬רעים
2650‭,‬רמת‭ ‬השרון‭ ,‬נורדאו
2650‭,‬רמת‭ ‬השרון‭ ,‬נורית
2650‭,‬רמת‭ ‬השרון‭ ,‬נחל‭ ‬בשור
2650‭,‬רמת‭ ‬השרון‭ ,‬נחל‭ ‬עמוד
2650‭,‬רמת‭ ‬השרון‭ ,‬נחל‭ ‬קדרון
2650‭,‬רמת‭ ‬השרון‭ ,‬נחל‭ ‬שורק
2650‭,‬רמת‭ ‬השרון‭ ,‬נחשון
2650‭,‬רמת‭ ‬השרון‭ ,‬נטף
2650‭,‬רמת‭ ‬השרון‭ ,"‬ניל‭""‬י"
2650‭,‬רמת‭ ‬השרון‭ ,‬נעמי
2650‭,‬רמת‭ ‬השרון‭ ,‬נצנה
2650‭,‬רמת‭ ‬השרון‭ ,‬נרקיסים
2650‭,‬רמת‭ ‬השרון‭ ,‬סולד
2650‭,‬רמת‭ ‬השרון‭ ,‬סוקולוב
2650‭,‬רמת‭ ‬השרון‭ ,‬סיני
2650‭,‬רמת‭ ‬השרון‭ ,‬סלע
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬אגדים
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬אלחריזי
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬אסף
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬בית‭ ‬שמאי
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬במעלה
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬געתון
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬דליה
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬היסמין
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬המעלות
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬המשי
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬הנרקיס
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬הקמה
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬הרב
2650‭,‬רמת‭ ‬השרון‭ ,"‬סמ‭ ‬ויצ‭""‬ו"
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬ורד
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬חצב
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬חרצית
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬יואב
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬לוטם
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬למרחב
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬מגד
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬מעין‭ ‬חרוד
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬נחל‭ ‬קדרון
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬סביון
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬סיגלית
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬פיקר
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬צאלון
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬צבעוני
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬צלף
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬רקפת
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬שאר‭ ‬ישוב
2650‭,‬רמת‭ ‬השרון‭ ,‬סמ‭ ‬שוהם
2650‭,‬רמת‭ ‬השרון‭ ,‬סמדר
2650‭,‬רמת‭ ‬השרון‭ ,‬סמטת‭ ‬אחיקר
2650‭,‬רמת‭ ‬השרון‭ ,‬סמטת‭ ‬סטלה‭ ‬לוי
2650‭,‬רמת‭ ‬השרון‭ ,‬סנה‭ ‬משה
2650‭,‬רמת‭ ‬השרון‭ ,‬סנונית
2650‭,‬רמת‭ ‬השרון‭ ,‬סנש‭ ‬חנה
2650‭,‬רמת‭ ‬השרון‭ ,‬עבדת
2650‭,‬רמת‭ ‬השרון‭ ,‬עגור
2650‭,‬רמת‭ ‬השרון‭ ,‬עגנון
2650‭,‬רמת‭ ‬השרון‭ ,‬עוזיה
2650‭,‬רמת‭ ‬השרון‭ ,‬עזרא
2650‭,‬רמת‭ ‬השרון‭ ,‬עין‭ ‬גדי
2650‭,‬רמת‭ ‬השרון‭ ,‬עליה
2650‭,‬רמת‭ ‬השרון‭ ,‬עצמון
2650‭,‬רמת‭ ‬השרון‭ ,‬ערוגות
2650‭,‬רמת‭ ‬השרון‭ ,‬פדויים
2650‭,‬רמת‭ ‬השרון‭ ,‬פי‭ ‬גלילות
2650‭,‬רמת‭ ‬השרון‭ ,‬פרץ
2650‭,‬רמת‭ ‬השרון‭ ,‬פשוש
2650‭,‬רמת‭ ‬השרון‭ ,‬צבר
2650‭,‬רמת‭ ‬השרון‭ ,‬ציפורי
2650‭,‬רמת‭ ‬השרון‭ ,‬צירלסון
2650‭,‬רמת‭ ‬השרון‭ ,‬קבוץ‭ ‬גלויות
2650‭,‬רמת‭ ‬השרון‭ ,‬קדושי‭ ‬סטרומה
2650‭,‬רמת‭ ‬השרון‭ ,‬קדש
2650‭,‬רמת‭ ‬השרון‭ ,‬קהילת‭ ‬בבל
2650‭,‬רמת‭ ‬השרון‭ ,‬קהילת‭ ‬וילנה
2650‭,‬רמת‭ ‬השרון‭ ,‬קהילת‭ ‬לודג‭'‬
2650‭,‬רמת‭ ‬השרון‭ ,‬קוממיות
2650‭,‬רמת‭ ‬השרון‭ ,‬קרית‭ ‬יערים
2650‭,‬רמת‭ ‬השרון‭ ,‬קרן‭ ‬היסוד
2650‭,‬רמת‭ ‬השרון‭ ,‬רב‭ ‬מכר
2650‭,‬רמת‭ ‬השרון‭ ,‬רבנו‭ ‬תם
2650‭,‬רמת‭ ‬השרון‭ ,‬רגבים
2650‭,‬רמת‭ ‬השרון‭ ,"‬רד‭""‬ק"
2650‭,‬רמת‭ ‬השרון‭ ,‬רות
2650‭,‬רמת‭ ‬השרון‭ ,‬רותם
2650‭,‬רמת‭ ‬השרון‭ ,‬רזיאל
2650‭,‬רמת‭ ‬השרון‭ ,"‬רמב‭""‬ם"
2650‭,‬רמת‭ ‬השרון‭ ,‬רמז
2650‭,‬רמת‭ ‬השרון‭ ,‬רמת‭ ‬השרון
2650‭,‬רמת‭ ‬השרון‭ ,‬רצועת‭ ‬הנופש
2650‭,‬רמת‭ ‬השרון‭ ,‬רצועת‭ ‬ספורט‭ ‬ונופש
2650‭,‬רמת‭ ‬השרון‭ ,"‬רש‭""‬י"
2650‭,‬רמת‭ ‬השרון‭ ,"‬רשב‭""‬ם"
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬גבעת‭ ‬הלבונה
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬גולן
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬המועצה
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬הפועלים
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬חסכון
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬יוספטל
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬ליטא
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬מומחים
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬מורשה‭ ‬חדש
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬מזרחי
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬משכנות
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬נוה‭ ‬ארנון
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬נוה‭ ‬רום
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬נוה‭ ‬רסקו
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬נווה‭ ‬מגן
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬עובדים
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬עולים
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬עממי
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬עממי‭ ‬חדש
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬פקר
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬פרוגרסיבים
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬צבא‭ ‬קבע
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬קדמה
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬קוטגים
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬קליפורניה
2650‭,‬רמת‭ ‬השרון‭ ,‬ש‭ ‬רסקו‭ ‬מערב
2650‭,‬רמת‭ ‬השרון‭ ,‬שארית‭ ‬ישראל
2650‭,‬רמת‭ ‬השרון‭ ,‬שבזי
2650‭,‬רמת‭ ‬השרון‭ ,‬שבטי‭ ‬ישראל
2650‭,‬רמת‭ ‬השרון‭ ,‬שבי‭ ‬ציון
2650‭,‬רמת‭ ‬השרון‭ ,‬שד‭ ‬ביאליק
2650‭,‬רמת‭ ‬השרון‭ ,‬שד‭ ‬האלוף‭ ‬מאיר‭ ‬עמית
2650‭,‬רמת‭ ‬השרון‭ ,‬שד‭ ‬הילד
2650‭,‬רמת‭ ‬השרון‭ ,‬שד‭ ‬ויצמן
2650‭,‬רמת‭ ‬השרון‭ ,‬שד‭ ‬יריב‭ ‬אהרון
2650‭,‬רמת‭ ‬השרון‭ ,‬שדרות‭ ‬יצחק‭ ‬רבין
2650‭,‬רמת‭ ‬השרון‭ ,‬שושן
2650‭,‬רמת‭ ‬השרון‭ ,"‬שח‭""‬ל"
2650‭,‬רמת‭ ‬השרון‭ ,‬שיבולת
2650‭,‬רמת‭ ‬השרון‭ ,‬שינקין
2650‭,‬רמת‭ ‬השרון‭ ,‬שיפון
2650‭,‬רמת‭ ‬השרון‭ ,‬שכ‭ ‬אלון
2650‭,‬רמת‭ ‬השרון‭ ,‬שכ‭ ‬הדר
2650‭,‬רמת‭ ‬השרון‭ ,‬שכ‭ ‬הכפר‭ ‬הירוק
2650‭,‬רמת‭ ‬השרון‭ ,‬שכ‭ ‬נווה‭ ‬גן
2650‭,‬רמת‭ ‬השרון‭ ,‬שכ‭ ‬עמידר
2650‭,‬רמת‭ ‬השרון‭ ,‬שכ‭ ‬ק‭ ‬שאול
2650‭,‬רמת‭ ‬השרון‭ ,‬שלדג
2650‭,‬רמת‭ ‬השרון‭ ,‬שלום‭ ‬עליכם
2650‭,‬רמת‭ ‬השרון‭ ,‬שמגר
2650‭,‬רמת‭ ‬השרון‭ ,‬שמואל‭ ‬הנגיד
2650‭,‬רמת‭ ‬השרון‭ ,‬שמחה‭ ‬הולצברג
2650‭,‬רמת‭ ‬השרון‭ ,‬שמשון
2650‭,‬רמת‭ ‬השרון‭ ,‬שניר
2650‭,‬רמת‭ ‬השרון‭ ,‬שץ‭ ‬צבי
2650‭,‬רמת‭ ‬השרון‭ ,‬שרף
2650‭,‬רמת‭ ‬השרון‭ ,‬ששת‭ ‬הימים
2650‭,‬רמת‭ ‬השרון‭ ,‬תבור
2650‭,‬רמת‭ ‬השרון‭ ,‬תחכמוני
2650‭,‬רמת‭ ‬השרון‭ ,‬תירוש
2650‭,‬רמת‭ ‬השרון‭ ,‬תמנע
2650‭,‬רמת‭ ‬השרון‭ ,"‬תע‭""‬ש"
2650‭,‬רמת‭ ‬השרון‭ ,‬תענך
2650‭,‬רמת‭ ‬השרון‭ ,‬תרזה
2650‭,‬רמת‭ ‬השרון‭ ,"‬תרפ‭""‬ד"
2650‭,‬רמת‭ ‬השרון‭ ,‬תרשיש
178‭,‬רמת‭ ‬יוחנן‭ ,‬אולפן
178‭,‬רמת‭ ‬יוחנן‭ ,‬רמת‭ ‬יוחנן
178‭,‬רמת‭ ‬יוחנן‭ ,‬שכ‭ ‬קרוונים
122‭,‬רמת‭ ‬ישי‭ ,‬אגס
122‭,‬רמת‭ ‬ישי‭ ,‬אדמונית‭ ‬החורש
122‭,‬רמת‭ ‬ישי‭ ,‬אורנית
122‭,‬רמת‭ ‬ישי‭ ,‬אזור‭ ‬תעשיה
122‭,‬רמת‭ ‬ישי‭ ,‬אלמון
122‭,‬רמת‭ ‬ישי‭ ,‬אמנון‭ ‬ותמר
122‭,‬רמת‭ ‬ישי‭ ,‬אפרסמון
122‭,‬רמת‭ ‬ישי‭ ,‬אפרסק
122‭,‬רמת‭ ‬ישי‭ ,‬אקליפטוס
122‭,‬רמת‭ ‬ישי‭ ,‬אשל
122‭,‬רמת‭ ‬ישי‭ ,‬גומא
122‭,‬רמת‭ ‬ישי‭ ,‬דבורנית
122‭,‬רמת‭ ‬ישי‭ ,‬דובדבן
122‭,‬רמת‭ ‬ישי‭ ,‬דפנה
122‭,‬רמת‭ ‬ישי‭ ,‬האגוז
122‭,‬רמת‭ ‬ישי‭ ,‬האורן
122‭,‬רמת‭ ‬ישי‭ ,‬האיריסים
122‭,‬רמת‭ ‬ישי‭ ,‬האלון
122‭,‬רמת‭ ‬ישי‭ ,‬הארז
122‭,‬רמת‭ ‬ישי‭ ,‬האתרוג
122‭,‬רמת‭ ‬ישי‭ ,‬הברוש
122‭,‬רמת‭ ‬ישי‭ ,‬הדגן
122‭,‬רמת‭ ‬ישי‭ ,‬הדקל
122‭,‬רמת‭ ‬ישי‭ ,‬ההדס
122‭,‬רמת‭ ‬ישי‭ ,‬החצבים
122‭,‬רמת‭ ‬ישי‭ ,‬היסמין
122‭,‬רמת‭ ‬ישי‭ ,‬היקינטון
122‭,‬רמת‭ ‬ישי‭ ,‬הכלניות
122‭,‬רמת‭ ‬ישי‭ ,‬המרגניות
122‭,‬רמת‭ ‬ישי‭ ,‬הנרקיסים
122‭,‬רמת‭ ‬ישי‭ ,‬הערבה
122‭,‬רמת‭ ‬ישי‭ ,‬הפרגים
122‭,‬רמת‭ ‬ישי‭ ,‬הפרדס
122‭,‬רמת‭ ‬ישי‭ ,‬הצאלון
122‭,‬רמת‭ ‬ישי‭ ,‬הצבעוני
122‭,‬רמת‭ ‬ישי‭ ,‬הצפצפה
122‭,‬רמת‭ ‬ישי‭ ,‬הרותם
122‭,‬רמת‭ ‬ישי‭ ,‬הרימון
122‭,‬רמת‭ ‬ישי‭ ,‬הרקפות
122‭,‬רמת‭ ‬ישי‭ ,‬השיזף
122‭,‬רמת‭ ‬ישי‭ ,‬השקמים
122‭,‬רמת‭ ‬ישי‭ ,‬התאנה
122‭,‬רמת‭ ‬ישי‭ ,‬חבצלת
122‭,‬רמת‭ ‬ישי‭ ,‬חוות‭ ‬נוה‭ ‬יער
122‭,‬רמת‭ ‬ישי‭ ,‬חורש‭ ‬האלונים
122‭,‬רמת‭ ‬ישי‭ ,‬חלמית
122‭,‬רמת‭ ‬ישי‭ ,‬חרצית
122‭,‬רמת‭ ‬ישי‭ ,‬יערה
122‭,‬רמת‭ ‬ישי‭ ,‬כליל‭ ‬החורש
122‭,‬רמת‭ ‬ישי‭ ,‬לימון
122‭,‬רמת‭ ‬ישי‭ ,‬מורן
122‭,‬רמת‭ ‬ישי‭ ,‬מטע
122‭,‬רמת‭ ‬ישי‭ ,‬מנגו
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬דולב
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬הגפן
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬החורש
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬הרדוף
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬כרכום
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬לבונה
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬פרג
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬שיטים
122‭,‬רמת‭ ‬ישי‭ ,‬מעלה‭ ‬שקמה
122‭,‬רמת‭ ‬ישי‭ ,‬מרווה
122‭,‬רמת‭ ‬ישי‭ ,‬נקטרינה
122‭,‬רמת‭ ‬ישי‭ ,‬סחלב
122‭,‬רמת‭ ‬ישי‭ ,‬סיגליות
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬אשחר
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬האלה
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬ההדר
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬הורד
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬הזית
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬החרוב
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬הכרם
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬הלוטם
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬הסביון
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬השיזף
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬השסק
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬השקד
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬התמר
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬לילך
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬לימונית
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬מור
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬מרגנית
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬נוריות
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬ציפורן
122‭,‬רמת‭ ‬ישי‭ ,‬סמ‭ ‬ריחן
122‭,‬רמת‭ ‬ישי‭ ,‬ספיון
122‭,‬רמת‭ ‬ישי‭ ,‬סתוונית
122‭,‬רמת‭ ‬ישי‭ ,‬עירית
122‭,‬רמת‭ ‬ישי‭ ,‬פיקוס
122‭,‬רמת‭ ‬ישי‭ ,‬פקאן
122‭,‬רמת‭ ‬ישי‭ ,‬צבר
122‭,‬רמת‭ ‬ישי‭ ,‬קוקוס
122‭,‬רמת‭ ‬ישי‭ ,‬קורנית
122‭,‬רמת‭ ‬ישי‭ ,‬רוזמרין
122‭,‬רמת‭ ‬ישי‭ ,‬רמת‭ ‬ישי
122‭,‬רמת‭ ‬ישי‭ ,‬ש‭ ‬עובדים
122‭,‬רמת‭ ‬ישי‭ ,‬ש‭ ‬עמידר
122‭,‬רמת‭ ‬ישי‭ ,‬שכון‭ ‬ב
122‭,‬רמת‭ ‬ישי‭ ,‬שכון‭ ‬חילים
122‭,‬רמת‭ ‬ישי‭ ,‬תות
122‭,‬רמת‭ ‬ישי‭ ,‬תלתן
122‭,‬רמת‭ ‬ישי‭ ,‬תפוח
4701‭,‬רמת‭ ‬מגשימים‭ ,‬רמת‭ ‬מגשימים
339‭,‬רמת‭ ‬צבי‭ ,‬רמת‭ ‬צבי
460‭,‬רמת‭ ‬רזיאל‭ ,‬רמת‭ ‬רזיאל
127‭,‬רמת‭ ‬רחל‭ ,‬אכסנית‭ ‬נוער
127‭,‬רמת‭ ‬רחל‭ ,‬גדוד‭ ‬העבודה
127‭,‬רמת‭ ‬רחל‭ ,‬רמת‭ ‬רחל
789‭,‬רנן‭ ,‬הורד
789‭,‬רנן‭ ,‬הנורית
789‭,‬רנן‭ ,‬הסייפן
789‭,‬רנן‭ ,‬רנן
713‭,‬רעים‭ ,‬רעים
8700‭,‬רעננה‭ ,‬אבן‭ ‬גבירול
8700‭,‬רעננה‭ ,‬אבן‭ ‬עזרא
8700‭,‬רעננה‭ ,‬אברבנאל
8700‭,‬רעננה‭ ,‬אבשלום
8700‭,‬רעננה‭ ,‬אהוד‭ ‬מנור
8700‭,‬רעננה‭ ,‬אהרונסון‭ ‬שרה
8700‭,‬רעננה‭ ,‬אוסטרובסקי
8700‭,‬רעננה‭ ,‬אופסטרלנד
8700‭,‬רעננה‭ ,‬אזולאי
8700‭,‬רעננה‭ ,‬אזור‭ ‬התעשיה
8700‭,‬רעננה‭ ,"‬אח‭""‬י‭ ‬דקר"
8700‭,‬רעננה‭ ,‬אחד‭ ‬העם
8700‭,‬רעננה‭ ,‬אחוזה
8700‭,‬רעננה‭ ,‬אינשטיין
8700‭,‬רעננה‭ ,‬אלחריזי
8700‭,‬רעננה‭ ,‬אלי‭ ‬כהן
8700‭,‬רעננה‭ ,‬אלכסנדר‭ ‬פן
8700‭,‬רעננה‭ ,‬אלעזר‭ ‬דוד
8700‭,‬רעננה‭ ,‬אלפסי
8700‭,‬רעננה‭ ,‬אלקלעי
8700‭,‬רעננה‭ ,‬אלתרמן‭ ‬נתן
8700‭,‬רעננה‭ ,‬אנדה‭ ‬עמיר
8700‭,‬רעננה‭ ,‬אנה‭ ‬פרנק
8700‭,‬רעננה‭ ,‬אנילביץ
8700‭,‬רעננה‭ ,‬אסירי‭ ‬ציון
8700‭,‬רעננה‭ ,‬אסתר‭ ‬המלכה
8700‭,‬רעננה‭ ,‬אריה
